ref,name,address,lat,long,description,,,,,,,
115,Синергия,"м. Запоріжжя, вулиця 40-річчя Радянської України, 46",47.85427,35.115809,"<div align=""center""><b>Синергия</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69037<br>
<u>Адреса:</u> м. Запоріжжя, вулиця 40-річчя Радянської України, 46<br>
<u>Телефони:</u> +380612137985<br>",,,,,,,
116,Сфера-Запорожье,"м. Запоріжжя, вул. Перемоги, 129А",47.836665,35.149069,"<div align=""center""><b>Сфера-Запорожье</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69057<br>
<u>Адреса:</u> м. Запоріжжя, вул. Перемоги, 129А<br>
<u>Телефони:</u> +380612135009, +380612135008<br>
<a href=""http://www.transsphere.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> agent@transsphere.com.ua<br>",,,,,,,
117,Запорожгипроводхоз,"м. Запоріжжя, просп. Леніна, 105",47.828685,35.161494,"<div align=""center""><b>Запорожгипроводхоз</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69009<br>
<u>Адреса:</u> м. Запоріжжя, просп. Леніна, 105, оф. 213<br>
<u>Телефони:</u> +380617876149, +380612221299, +380612246821<br>",,,,,,,
118,Запорожмост,"м. Запоріжжя, вул. Яценка, 6",47.833573,35.146021,"<div align=""center""><b>Запорожмост</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69005<br>
<u>Адреса:</u> м. Запоріжжя, вул. Яценка, 6<br>
<u>Телефони:</u> +380612337127, 2349011<br>",,,,,,,
119,Градпроект,"м. Запоріжжя, вул. Зелінського, 3",47.852925,35.117808,"<div align=""center""><b>Градпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69037<br>
<u>Адреса:</u> м. Запоріжжя, вул. Зелінського, 3<br>
<u>Телефони:</u> +380612333455<br>",,,,,,,
120,Демир,"м. Запоріжжя, вулиця 40-річчя Радянської України, 39А",47.85401,35.119977,"<div align=""center""><b>Демир</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 69037<br>
<u>Адреса:</u> м. Запоріжжя, вулиця 40-річчя Радянської України, 39А<br>
<u>Телефони:</u> +380612209290<br>",,,,,,,
121,Геоинжиниринг,"м. Запоріжжя, вул. Новобудов, 3",47.811749,35.026502,"<div align=""center""><b>Геоинжиниринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Запоріжжя, вул. Новобудов, 3<br>
<u>Телефони:</u> +38(061)2891837<br>",,,,,,,
122,"Градостроитель, ГИС Центр ","м. Запоріжжя, вулиця Перемоги, 15",47.849517, 35.103053,"<div align=""center""><b>Градостроитель, ГИС Центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Запоріжжя, вулиця Перемоги, 15<br>
<u>Телефони:</u> +38(061)220-01-50<br>",,,,,,,
123,Теплоэлектропроект,"м. Донецьк, проспект Германа Титова, 8Б",48.021844,37.801502,"<div align=""center""><b>Теплоэлектропроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83072<br>
<u>Адреса:</u>м. Донецьк, проспект Германа Титова, 8Б, 4й поверх<br>
<u>Телефони:</u> +380623813490, +380623813491, +380623813190, +380623451395<br>
<a href=""http://www.de.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> dontep@ukr.net<br>",,,,,,,
124,АКВА,"м. Донецьк, Цілинна вул., 5",48.022545,37.865142,"<div align=""center""><b>АКВА</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83076<br>
<u>Адреса:</u>м. Донецьк, Цілинна вул., 5<br>
<u>Телефони:</u> +380623482810, +380502940469, +380990665102, +380623482078<br>
<a href=""http://www.burenie-donetsk.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> akvabur@rambler.ru<br>",,,,,,,
125,Всеслав-Донбасс,"м. Донецьк, вул. Савельєва, 42",47.977476,37.771936,"<div align=""center""><b>Всеслав-Донбасс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83045<br>
<u>Адреса:</u>м. Донецьк, вул. Савельєва, 42<br>
<u>Телефони:</u> +380623875558, +380623850959, +380623875557, +380623334106<br>
<a href=""http://www.vseslav-donbass.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> vseslav@vseslav-donbass.com<br>",,,,,,,
126,Альтком-Инвестстрой,"м. Донецьк, вул. Челюскінців, 69А",47.994879,37.808629,"<div align=""center""><b>Альтком-Инвестстрой</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83001<br>
<u>Адреса:</u>м. Донецьк, вул. Челюскінців, 69А, оф. 902<br>
<u>Телефони:</u> +380623481248, +380623304864, +380623373188, +380623372433<br>
<a href=""http://doninvest.altcom.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
127,"Науково-виробниче пыдприэмство ""Южниигипрогаз""","м. Донецьк, вул. Артема, 169Г",48.038254,37.783147,"<div align=""center""><b>Науково-виробниче пыдприэмство ""Южниигипрогаз""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>м. Донецьк, вул. Артема, 169Г<br>
<u>Телефони:</u> +380623057661, +380622586312<br>
<a href=""http://www.ungg.org/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> ex@yuzh-gaz.donetsk.ua<br>",,,,,,,
128,Промстрой,"м. Донецьк, вул. Купріна, 280",47.973203,37.742958,"<div align=""center""><b>Архітектурно-будівельне об`єднання ""Промстрой""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>м. Донецьк, вул. Купріна, 280<br>
<u>Телефони:</u> +380623490710, +380502235383, +380506513490<br>
<a href=""http://www.promstroy.dn.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> is-don@mail.ru<br>",,,,,,,
129,Донецкшахтопроходка,"м. Донецьк, просп. Полеглих Комунарів, 102",47.990410,37.835648,"<div align=""center""><b>Донецкшахтопроходка</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83086<br>
<u>Адреса:</u>м. Донецьк, просп. Полеглих Комунарів, 102<br>
<u>Телефони:</u> +380622916417, +380622916765<br>
<a href=""http://www.dsp.dn.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> trest@dsp.dn.ua<br>",,,,,,,
130,Интербис,"м. Донецьк, просп. Панфілова, 86",48.011650,37.771026,"<div align=""center""><b>Интербис</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83087<br>
<u>Адреса:</u>м. Донецьк, просп. Панфілова, 86<br>
<u>Телефони:</u>+380623377505, +380958508787, +380958776764<br>
<u>E-mail:</u> europe@interbis.com.ua, іnfo@europe.dn.ua<br>",,,,,,,
131,Б.С.Б.,"м. Донецьк,просп. Дзержинського, 16",47.994098,37.824088,"<div align=""center""><b>Б.С.Б.</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>м. Донецьк,просп. Дзержинського, 16<br>
<u>Телефони:</u> +380623373346, +380623359569<br>
<a href=""http://www.bsb.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> іnfo@bsb.com.ua <br>",,,,,,,
132,АкваСтройСервис,"м. Донецьк, Поліграфічна вулиця, 1",48.05039, 37.769406,"<div align=""center""><b>АкваСтройСервис</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83086<br>
<u>Адреса:</u>м. Донецьк, Поліграфічна вулиця, 1<br>
<u>Телефони:</u> +380623339207, +380623458475<br>
<a href=""http://bas.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> asservis@ukr.net<br>",,,,,,,
133,Управління земельних ресурсів Донецької міської ради,"м. Донецьк, вул. Марії Ульянової, 54",48.010377,37.840616,"<div align=""center""><b>Управління земельних ресурсів Донецької міської ради</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 83017<br>
<u>Адреса:</u>м. Донецьк, вул. Марії Ульянової, 54<br>
<u>Телефони:</u> (062)210-57-73, 311-11-71<br>",,,,,,,
134,Управление Шахтостроймонтаж-8,"м. Донецьк, просп. Полеглих Комунарів, 81",47.992789,37.842177,"<div align=""center""><b>Управление Шахтостроймонтаж-8</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>м. Донецьк, просп. Полеглих Комунарів, 102<br>
<u>Телефони:</u> 050-213-98-74, 050-425-95-74<br>
<a href=""http://zemlestroy.gorod.dn.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> ushsm-8@mail.ru<br>",,,,,,,
135,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Ужгород, вулиця Легоцького, 46",48.60896,22.26575,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Ужгород, вулиця Легоцького, 46<br>
<u>Телефони:</u> 097-57-246-57<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
136,Відділ Держкомзему у місті  Мукачеве,"м. Мукачево, вул. Пушкіна, 2",48.442015,22.717979,"<div align=""center""><b>Відділ Держкомзему у місті  Мукачеве</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 89600<br>
<u>Адреса:</u>Закарпатська область, м. Мукачево, вул. Пушкіна, 2<br>
<u>Телефони:</u> (03131)2-10-91<br>
<a href=""http://zemreszak.gov.ua/index.php/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> mukzemvid@ukr.net<br>",,,,,,,
137,ТРЕГЕР,"с. Бабичі,  вул. Радянська, 32",48.445848,22.903560,"<div align=""center""><b>ТРЕГЕР</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 89633<br>
<u>Адреса:</u>с. Бабичі, Мукачевський район, Закарпатська область, вул. Радянська, 32<br>
<u>Телефони:</u>  +380(3131)43652<br>",,,,,,,
138,Експерт-центр,"м.Ужгород, вул. Собранецька, 45",48.628121,22.288496,"<div align=""center""><b>Експерт-центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 88000<br>
<u>Адреса:</u>м.Ужгород, вул. Собранецька, 45<br>
<u>Телефони:</u> (0312)64-44-73, (050)672-90-94<br>
<a href=""http://expert-centre.uz.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> pp.expert.centre@gmail.com<br>",,,,,,,
139,Ініціаліс,"м. Ужгород, вул. Підградська, 59",48.623928,22.304681,"<div align=""center""><b>Закарпатська товарна біржа ""Ініціаліс""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 88000<br>
<u>Адреса:</u>м. Ужгород, вул. Підградська, 59<br>
<u>Телефони:</u> +38(0312)619123<br>",,,,,,,
140,Геодезичне та земельне бюро,"м.Ужгород, вул. Гагаріна, 13А",48.610944,22.304782,"<div align=""center""><b>Геодезичне та земельне бюро</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 89600<br>
<u>Адреса:</u>м.Ужгород, вул. Гагаріна, 13А<br>
<u>Телефони:</u> 3122-501411721<br>",,,,,,,
141,Терра Капітал,"м. Ужгород, вул. Собранецька, 24",48.626979,22.293708,"<div align=""center""><b>Терра Капітал</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 88000<br>
<u>Адреса:</u>м. Ужгород, вул. Собранецька, 24<br>
<u>Телефони:</u> +38(0312)616084<br>",,,,,,,
142,Кіровоградський інститут землеустрою,"м. Кіровоград, вул. Академіка Корольова, 26",48.505404,32.234880,"<div align=""center""><b>Кіровоградський інститут землеустрою</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Кіровоград, вул. Академіка Корольова, 26<br>
<u>Телефони:</u> (0522) 36-53-63<br>
<a href=""http://geodeziya.org.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> zempro@yandex.ru<br>",,,,,,,
143,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Кіровоград, вул. Орджонікідзе, 7",48.518828,32.263673,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Кіровоград, вул. Орджонікідзе, 7, Бізнес-центр ""Эльворти""<br>
<u>Телефони:</u> (052)227-71-40<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
144,Ленд-В,"м. Кіровоград, просп. 50-річчя Жовтня, 12",48.502093,32.252765,"<div align=""center""><b>Ленд-В</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25013<br>
<u>Адреса:</u> м. Кіровоград, просп. 50-річчя Жовтня, 12, кв.61<br>
<u>Телефони:</u> +38(0522)321630<br>",,,,,,,
145,Альфа-Земпроект,"м. Кіровоград,вул. Велика Перспективна, 31/36",48.510356,32.267597,"<div align=""center""><b>Альфа-Земпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25006<br>
<u>Адреса:</u> м. Кіровоград,вул. Велика Перспективна, 31/36, оф. 5<br>
<u>Телефони:</u> +380522304049<br>",,,,,,,
146,Кіровоградська аграрна біржа,"м. Кіровоград, вул. Тимірязєва, 84",48.506859,32.270353,"<div align=""center""><b>Товарна біржа ""Кіровоградська аграрна біржа""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25006<br>
<u>Адреса:</u> м. Кіровоград, вул. Тимірязєва, 84<br>
<u>Телефони:</u> +38(0522)245800<br>
<a href=""http://www.birja.p-c.in.ua/index.php/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
147,"Державне підприємство ""Кіровоградський науково-дослідний та проектний інститут землеустрою""","м. Кіровоград, вул. Академіка Корольова, 26",48.505449,32.235229,"<div align=""center""><b>Державне підприємство ""Кіровоградський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25030<br>
<u>Адреса:</u> м. Кіровоград, вул. Академіка Корольова, 26<br>
<u>Телефони:</u> +38(052-2)36-56-99, +38(052-2)36-53-63<br>
<a href=""http://zempro.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> zempro55@ukr.net, zempro@yandex.ua<br>",,,,,,,
148,Оксамитсервіс,"м. Кіровоград, вул. Тимірязєва, 84",48.506760,32.270650,"<div align=""center""><b>Оксамитсервіс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25006<br>
<u>Адреса:</u> м. Кіровоград, вул. Тимірязєва, 84<br>
<u>Телефони:</u> +38(0522)8066765950<br>",,,,,,,
149,ТЕКТОАРЕАЛ,"м. Кіровоград, вул. Гагаріна, 9",48.513409,32.270852,"<div align=""center""><b>ТЕКТОАРЕАЛ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25006<br>
<u>Адреса:</u> м. Кіровоград, вул. Гагаріна, 9<br>
<u>Телефони:</u> (067)2879323<br>",,,,,,,
150,Кіровоградгеоінформ,"
м. Кіровоград, вулиця Арсенія Тарковського, 66/88",48.506537,32.268662,"<div align=""center""><b>Кіровоградгеоінформ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 25030<br>
<u>Адреса:</u> м. Кіровоград, вулиця Арсенія Тарковського, 66/88, кв.1<br>
<u>Телефони:</u> +380(522)223471, +380(68)4627448<br>",,,,,,,
151,Луганське комунальне землевпорядне підприємство,"м. Луганськ, вул. Карла Маркса, 40",48.575978 ,39.298484,"<div align=""center""><b>Луганське комунальне землевпорядне підприємство</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91000<br>
<u>Адреса:</u> м. Луганськ, вул. Карла Маркса, 40<br>
<u>Телефони:</u> +38(0642)52-51-86, 59-63-68<br>
<a href=""http://geodeziya.org.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
152,"Державне підприємство ""Луганський науково-дослідний та проектний інститут землеустрою""","м. Старобільськ, 
вул. Комунарів, 25",49.282517,38.896286,"<div align=""center""><b>Державне підприємство ""Луганський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 92700<br>
<u>Адреса:</u> Луганська обл., Старобільський район, м. Старобільськ, вул. Комунарів, 25<br>
<u>Телефони:</u> (0642)50-03-82<br>",,,,,,,
153,Асма-Луг,"м. Луганськ, вул. Ломоносова, 96",48.574610,39.360854,"<div align=""center""><b>Асма-Луг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 21034<br>
<u>Адреса:</u> м. Луганськ, вул. Ломоносова, 96, к. 33<br>
<u>Телефони:</u> (0642)49-68-96, 050-55-209-57<br>
<a href=""http://asma-lug.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> office@asma-lug.com.ua<br>",,,,,,,
154,"Консалтингова фірма ""Експерт""","м. Луганськ, вул. Оборонна, 24",48.550025,39.329169,"<div align=""center""><b>Консалтингова фірма ""Експерт""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91033<br>
<u>Адреса:</u> м. Луганськ, вул. Оборонна, 24 оф. 20<br>
<u>Телефони:</u> +38(0642)505913, +38(050)2176076 +38(095)1600300<br>",,,,,,,
155,"Незалежна експертна оцінка ""НЕО""","м. Луганськ, вул. Пржевальського, 6",48.552622,39.256962,"<div align=""center""><b>Незалежна експертна оцінка ""НЕО""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91007<br>
<u>Адреса:</u> м. Луганськ, вул. Пржевальського, 6<br>
<u>Телефони:</u> +38(050)9711721<br>",,,,,,,
156,Фаворит-Трейдінг,"м. Луганськ, вул. Курчатова, 11",48.555992,39.328051,"<div align=""center""><b>Фаворит-Трейдінг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91031<br>
<u>Адреса:</u> м. Луганськ, вул. Курчатова, 11<br>
<u>Телефони:</u> 0642505779<br>",,,,,,,
157,"Землевпорядна фірма ""Континент-ЛВК""","м. Луганськ, вул. Леніна, 128",48.567872,39.292992,"<div align=""center""><b>Землевпорядна фірма ""Континент-ЛВК""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91055<br>
<u>Адреса:</u> м. Луганськ, вул. Леніна, 128, кв. 16<br>
<u>Телефони:</u> (0642)526771<br>",,,,,,,
158,ЕКОРТ,"м. Луганськ, Поштова вул., 26",48.577553,39.300750,"<div align=""center""><b>ПП ""ЕКОРТ""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91055<br>
<u>Адреса:</u> м. Луганськ, Поштова вул., 26, кв. 276<br>
<u>Телефони:</u> (0642)599636, (0642)345654<br>",,,,,,,
159,"Обласний центр впровадження ""Агроцентрнаука""","м. Луганськ, вул. Оборонна, 101Б",48.544565,39.330877,"<div align=""center""><b>Обласний центр впровадження ""Агроцентрнаука""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 91033<br>
<u>Адреса:</u> м. Луганськ, вул. Оборонна, 101Б<br>
<u>Телефони:</u> (0642)588323<br>",,,,,,,
160,"Державне підприємство ""Карпатигеодезкартографія""","м. Івано-Франківськ, вул. Академіка Сахарова, 23А",48.914248,24.713932,"<div align=""center""><b>Державне підприємство ""Карпатигеодезкартографія""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Івано-Франківськ, вул. Академіка Сахарова, 23А, 5 поверх<br>
<u>Телефони:</u> (0342)52-32-62, (0342)55-27-70<br>
<u>E-mail:</u> geodezy@com.if.ua<br>",,,,,,,
161,Івано-Франківська аграрна товарна біржа,"м. Івано-Франківськ, вул. Василіянок, 62А",48.929913,24.712268,"<div align=""center""><b>Івано-Франківська аграрна товарна біржа</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76019<br>
<u>Адреса:</u> м. Івано-Франківськ, вул. Василіянок, 62А<br>
<u>Телефони:</u> (0342) 50-46-66<br>
<a href=""http://atb.if.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> ifatb2003@ukr.net<br>",,,,,,,
162,Інформаційно-кадастровий центр,"м. Івано-Франківськ, вул. Гната Хоткевича, 46/1",48.922397,24.738303,"<div align=""center""><b>Інформаційно-кадастровий центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76002<br>
<u>Адреса:</u> м. Івано-Франківськ, вул. Гната Хоткевича, 46/1, к.15<br>
<u>Телефони:</u> +38(0342)781574<br>
<a href=""http://www.kadastr.if.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> info@kadastr.if.ua<br>",,,,,,,
163,Д.І.К.,"м. Коломия, просп. В`ячеслава Чорновола, 32А",48.529079,25.040722,"<div align=""center""><b>Д.І.К.</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 78200<br>
<u>Адреса:</u> Івано-Франківська область, м. Коломия, просп. В`ячеслава Чорновола, 32А<br>
<u>Телефони:</u>  +38(03433)47532<br>",,,,,,,
164,Геопростір,"с. Микуличин, вул.Космонавтів, 21А",48.399004,24.599427,"<div align=""center""><b>Геопростір</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 78590<br>
<u>Адреса:</u> Івано-Франківська область, Яремчанська міська рада, с. Микуличин, вул.Космонавтів, 21А<br>",,,,,,,
165,Західземпроект,"м. Івано-Франківськ, вул. Академіка Сахарова, 23",48.913994,24.712526,"<div align=""center""><b>Західземпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76018<br>
<u>Адреса:</u> м. Івано-Франківськ, вул. Академіка Сахарова, 23<br>
<u>Телефони:</u> +38(0342)59-50-45 <br>
<u>E-mail:</u> tsinik@rambler.ru<br>",,,,,,,
166,Прикарпатський земельний центр,"м. Івано-Франківська область, вул. Бельведерська, 5, кв. 2",48.921652,24.706740,"<div align=""center""><b>Прикарпатський земельний центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76018<br>
<u>Адреса:</u> м. Івано-Франківська область, вул. Бельведерська, 5, кв. 2<br>
<u>Телефони:</u> (0342) 52 33 10, (050) 980 53 00, (096) 432 22 55<br>
<a href=""http://terram.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> terram.if@gmail.com<br>",,,,,,,
167,"Товарна біржа ""Західна-Універсальна""","м. Івано-Франківськ, вул. Горбачевського, 6",48.943883,24.691692,"<div align=""center""><b>Товарна біржа ""Західна-Універсальна""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76018<br>
<u>Адреса:</u> м. Івано-Франківськ, вул. Горбачевського, 6<br>
<u>Телефони:</u> +38 (0342) 269721<br>",,,,,,,
168,Земексперт-ІФ,"м. Івано-Франківськ, вул. Незалежності, 179",48.916602,24.732122,"<div align=""center""><b>Земексперт-ІФ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 76018<br>
<u>Адреса:</u> м. Івано-Франківськ, вул. Незалежності, 179, кв.28<br>
<u>Телефони:</u> +38(03422)25861<br>",,,,,,,
169,Прикарпатський інформаційно-кадастровий центр,"смт. Брошнів-Осада, 22 Січня, 53",48.996159,24.183410,"<div align=""center""><b>Прикарпатський інформаційно-кадастровий центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 77611<br>
<u>Адреса:</u> Івано-Франківська область, Рожнятівський район, смт. Брошнів-Осада, 22 Січня, 53<br>
<u>Телефони:</u> +38(03422)454431<br>",,,,,,,
170,"Державне підприємство ""Херсонгеоінформ""","м. Херсон, Миколаївське шосе, 26a",46.651269 ,32.596667,"<div align=""center""><b>Державне підприємство ""Херсонгеоінформ""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73026<br>
<u>Адреса:</u> м. Херсон, Миколаївське шосе, 26a<br>
<u>Телефони:</u> 0-627-42-25-58, 0-627-42-25-52<br>
<a href=""http://www.geoinf.com.ua/index.html"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> info@geoinf.com.ua<br>",,,,,,,
171,Профіт-Херсон,"м. Херсон, вул. 9 Січня, 15",46.634335,32.611547,"<div align=""center""><b>Профіт-Херсон</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73000<br>
<u>Адреса:</u> м. Херсон, вул. 9 Січня, 15, оф. 205<br>
<u>Телефони:</u> (0552)49-21-06, (050)235-05-94, (098)470-03-66<br>
<a href=""http://profit-kherson.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> info@profit-kherson.com<br>",,,,,,,
172,Консультаційно-правовий центр «Унікон»,"м. Херсон, Комсомольська вул., 24",46.632026 ,32.608948,"<div align=""center""><b>Консультаційно-правовий центр «Унікон»</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73000<br>
<u>Адреса:</u> м. Херсон, Комсомольська вул., 24, к. 15<br>
<u>Телефони:</u> +38(0552)221252, +38(0552)431481<br>",,,,,,,
173,"Товарна біржа ""Аграрна Біржа""","м. Херсон, вул. Дзержинського, 37",46.628977,32.611555,"<div align=""center""><b>Товарна біржа ""Аграрна Біржа""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73010<br>
<u>Адреса:</u> м. Херсон, вул. 9 Січня, 15, оф. 205<br>
<u>Телефони:</u> +38(0552)32-57-11, 32-51-57, 32-53-60, 32-53-61, 32-53-65<br>
<a href=""http://www.agrobirja.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> agrobir@hs.ukrtel.net, kapb@utel.net.ua<br>",,,,,,,
174,Державне підприємство «Херсонський науково-дослідний та проектний інститут землеустрою»,"м. Херсон, Комсомольська вул., 7",46.633218,32.614789,"<div align=""center""><b>Державне підприємство «Херсонський науково-дослідний та проектний інститут землеустрою»</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73000<br>
<u>Адреса:</u> м. Херсон, Комсомольська вул., 7<br>
<u>Телефони:</u> (0552)224381, (0552)226077, (0552)264502<br>
<u>E-mail:</u> hndiz@meta.ua<br>",,,,,,,
175,"Виробничо-комерційна фірма ""ІЗУМРУД""","м. Херсон, просп. Текстильників, 7",46.656064,32.644504,"<div align=""center""><b>Виробничо-комерційна фірма ""ІЗУМРУД""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73000<br>
<u>Адреса:</u> м. Херсон, просп. Текстильників, 7<br>
<u>Телефони:</u> (0552)320740<br>
<a href=""http://www.izumrud.net.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
